ncbi.name,pathogenid,taxid,baltimore,order,family,genus,rna,rt,double_stranded,negative_sense,positive_sense,enveloped,circular,segmented,cytoplasm,size_MB,size_KB,CDS,GC,max_bread,max_bread_nh,tip
fox adeno-associated virus,26747689,1328057,group ii,na,parvoviridae,dependoparvovirus,0,0,0,0,1,0,0,0,0,0.0047195,4.7195,2,52.586,0,0,Fox_adeno-associated_virus
fox astrovirus,26747691,1328104,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Fox_astrovirus
fox astrovirus f4,26747685,1328054,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Fox_astrovirus_F4
fox bocavirus,26747687,1328055,group ii,na,parvoviridae,bocaparvovirus,0,0,0,0,1,0,0,0,0,0.005250367,5.250366667,4,46.1067,0,0,Fox_bocavirus
fox hepatitis e virus,26747695,1328106,group iv,na,hepeviridae,hepeviridae,1,0,0,0,1,0,0,0,1,0.007025091,7.025090909,3,54.709,0,0,Fox_hepatitis_E_virus
fox kobuvirus,26747803,1452533,group iv,picornavirales,picornaviridae,kobuvirus,1,0,0,0,1,0,0,0,1,0.008172063,8.1720625,1,55.256,0,0,Fox_kobuvirus
fox parvovirus,26747693,1328105,group ii,na,parvoviridae,parvoviridae,0,0,0,0,1,0,0,0,0,0.005005314,5.00531405,3,46.574,0,0,Fox_parvovirus
fox picobirnavirus,25871229,1328056,group iii,na,picobirnaviridae,picobirnavirus,1,0,1,0,0,0,0,1,1,0.003859,3.859,3,45.012,0,0,Fox_picobirnavirus
fugong orthohantavirus,26303128,1980469,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.011974,11.974,3,36.9421,0,0,Fugong_orthohantavirus
fusong orthohantavirus,3911294,1980470,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.005573,5.573,2,39.7017,0,0,Fusong_orthohantavirus
gabek forest virus,4022312,629736,group v,bunyavirales,phenuiviridae,phlebovirus,1,0,0,1,0,1,0,1,1,0.012165813,12.16581287,4,43.2699,0,0,Gabek_Forest_virus
gairo mammarenavirus,26302966,1535802,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010609,10.609,4,40.8765,0,0,Gairo_mammarenavirus
gallid alphaherpesvirus 2,3434862,10390,group i,herpesvirales,herpesviridae,mardivirus,0,0,1,0,0,1,0,0,0,0.177874,177.874,85,44.1,0,0,Gallid_alphaherpesvirus_2
gammaarterivirus lacdeh,3435821,2499678,group iv,nidovirales,arteriviridae,gammaarterivirus,1,0,0,0,1,1,0,0,1,0.014104,14.104,11,49.4,4.4,4.4,Gammaarterivirus_lacdeh
gammapapillomavirus 1,3788782,333926,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007298,7.298,6,37.6,0,0,Gammapapillomavirus_1
gammapapillomavirus 10,26552659,1175852,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007367,7.367,7,37.2,0,0,Gammapapillomavirus_10
gammapapillomavirus 11,26328584,1513256,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007252,7.252,7,38.1,0,0,Gammapapillomavirus_11
gammapapillomavirus 12,26328586,1513257,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007142,7.142,6,37.4,0,0,Gammapapillomavirus_12
gammapapillomavirus 13,26552661,1513258,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007243,7.243,7,36.4,0,0,Gammapapillomavirus_13
gammapapillomavirus 14,26552663,1513259,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007159,7.159,7,37.6,0,0,Gammapapillomavirus_14
gammapapillomavirus 15,26552665,1513260,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007221,7.221,7,36.5,0,0,Gammapapillomavirus_15
gammapapillomavirus 16,26552667,1513261,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007209,7.209,7,36.6,0,0,Gammapapillomavirus_16
gammapapillomavirus 17,26552669,1513262,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007271,7.271,7,38.2,0,0,Gammapapillomavirus_17
gammapapillomavirus 18,26328588,1513263,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.00616,6.16,3,35.1,0,0,Gammapapillomavirus_18
gammapapillomavirus 2,3788783,333928,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007137,7.137,6,37,0,0,Gammapapillomavirus_2
gammapapillomavirus 20,26328592,1513265,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007233,7.233,6,37.7,0,0,Gammapapillomavirus_20
gammapapillomavirus 21,27765035,1961678,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007228,7.228,6,35.8,0,0,Gammapapillomavirus_21
gammapapillomavirus 22,27826466,1961679,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.004152,4.152,4,36.6,0,0,Gammapapillomavirus_22
gammapapillomavirus 24,27778539,1961681,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.00429,4.29,3,40.8,0,0,Gammapapillomavirus_24
gammapapillomavirus 25,27856566,1961682,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007291,7.291,7,37.6,0,0,Gammapapillomavirus_25
gammapapillomavirus 27,27665302,2169902,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007291,7.291,7,37.7,0,0,Gammapapillomavirus_27
gammapapillomavirus 5,3788786,333931,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007204,7.204,7,37.7,0,0,Gammapapillomavirus_5
gammapapillomavirus 6,26552671,1175848,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007357,7.357,6,41.5,0,0,Gammapapillomavirus_6
gammapapillomavirus 7,26328594,1175849,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.00741,7.41,7,39.1,0,0,Gammapapillomavirus_7
gammapapillomavirus 8,26328596,1175850,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.007273,7.273,7,38.8,0,0,Gammapapillomavirus_8
gammapapillomavirus 9,26552673,1175851,group i,na,papillomaviridae,gammapapillomavirus,0,0,1,0,0,0,1,0,0,0.004433,4.433,3,38.8,0,0,Gammapapillomavirus_9
gannoruwa bat lyssavirus,26205306,1846259,group v,mononegavirales,rhabdoviridae,lyssavirus,1,0,0,1,0,1,0,0,1,0.011919,11.919,5,44.5,0,0,Gannoruwa_bat_lyssavirus
gbagroube virus,4242120,980879,group v,bunyavirales,arenaviridae,arenavirus,1,0,0,1,0,1,0,1,1,0.0100705,10.0705,4,41.294,0,0,Gbagroube_virus
geelong paramyxovirus,27655255,1647921,group v,mononegavirales,paramyxoviridae,paramyxoviridae,1,0,0,1,0,1,0,0,1,0.01637847,16.37847,8,41.642,0,0,Geelong_paramyxovirus
geoffroy's bat adenovirus 1,27589145,1530276,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Geoffroys_bat_adenovirus_1
geran virus,26531970,1453407,group v,bunyavirales,nairoviridae,orthonairovirus,1,0,0,1,0,1,0,1,1,0.018359692,18.35969231,3,42.377,0,0,Geran_virus
getah virus,3493921,59300,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.011597,11.597,3,52.5,186.8,167.2,Getah_virus
giant panda anellovirus,2016460,2016460,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002059,2.059,3,45.6,0,0,Giant_panda_anellovirus
giant panda circovirus 1,2016456,2016456,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.002745,2.745,2,46.3,0,0,Giant_panda_circovirus_1
giant panda circovirus 2,2016457,2016457,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.001908,1.908,3,50.2,0,0,Giant_panda_circovirus_2
giant panda circovirus 3,2016458,2016458,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.002653,2.653,3,40.7,0,0,Giant_panda_circovirus_3
giant panda circovirus 4,2016459,2016459,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.001928,1.928,2,40.2,0,0,Giant_panda_circovirus_4
gibbon ape leukemia virus,3436824,11840,group vi,ortervirales,retroviridae,gammaretrovirus,1,1,0,0,1,1,0,0,0,0.008088,8.088,3,52.3,96,0,Gibbon_ape_leukemia_virus
goat associated cyclovirus 1,2050926,2050926,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.001751,1.751,2,43.7,0,0,Goat_associated_cyclovirus_1
goat astrovirus,2461425,2461425,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Goat_astrovirus
goat enterovirus,26745837,1790067,group iv,picornavirales,picornaviridae,enterovirus,1,0,0,0,1,0,0,0,1,0.007372233,7.37223262,1,45.525,0,0,Goat_enterovirus
goatpox virus,3658383,186805,group i,na,poxviridae,capripoxvirus,0,0,1,0,0,1,0,0,1,0.148146,148.146,148,25.3,23.6,23.6,Goatpox_virus
golden-headed lion tamarin adenovirus,2301504,2301504,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Golden-headed_lion_tamarin_adenovirus
gorilla anellovirus,26205600,1743411,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002568,2.568,2,36.3,0,0,Gorilla_anellovirus
gorilla beringei beringei adenovirus 7,26205544,1399589,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Gorilla_beringei_beringei_adenovirus_7
gorilla beringei beringei cytomegalovirus,26205614,1869108,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,0,0,Gorilla_beringei_beringei_cytomegalovirus
gorilla beringei beringei polyomavirus,26205606,1792572,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005216623,5.216623188,5,41.9616,0,0,Gorilla_beringei_beringei_polyomavirus
gorilla beringei beringei rhadinovirus 1,26205616,1869110,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.1021695,102.1695,81,43.867,0,0,Gorilla_beringei_beringei_rhadinovirus_1
gorilla beringei graueri adenovirus 8,26205546,1399590,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Gorilla_beringei_graueri_adenovirus_8
gorilla beringei graueri adenovirus 9,26205548,1399591,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Gorilla_beringei_graueri_adenovirus_9
gorilla beringei graueri polyomavirus,26205604,1790071,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005216623,5.216623188,5,41.9616,0,0,Gorilla_beringei_graueri_polyomavirus
gorilla gorilla adenovirus,1916696,1916696,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Gorilla_gorilla_adenovirus
gorilla gorilla adenovirus b23,26205610,1827163,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Gorilla_gorilla_adenovirus_B23
gorilla gorilla beringei adenovirus 3,24643281,1076301,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Gorilla_gorilla_beringei_adenovirus_3
gorilla gorilla beringei adenovirus 4,24643282,1076302,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Gorilla_gorilla_beringei_adenovirus_4
gorilla gorilla beringei adenovirus 5,24643283,1076303,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Gorilla_gorilla_beringei_adenovirus_5
gorilla gorilla beringei adenovirus 6,24643284,1076304,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Gorilla_gorilla_beringei_adenovirus_6
gorilla gorilla gorilla adenovirus 1,24643285,1076305,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Gorilla_gorilla_gorilla_adenovirus_1
gorilla gorilla gorilla adenovirus 2,24643286,1076306,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Gorilla_gorilla_gorilla_adenovirus_2
gorilla gorilla gorilla polyomavirus,26205602,1790070,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005216623,5.216623188,5,41.9616,0,0,Gorilla_gorilla_gorilla_polyomavirus
gorilla gorilla herpesvirus 7,26205552,1543219,group i,herpesvirales,herpesviridae,Roseolovirus,0,0,1,0,0,1,0,0,0,0.1407235,140.7235,83,40.85,0,0,Gorilla_gorilla_herpesvirus_7
gorilla gorilla polyomavirus 1,4212727,1891725,group i,na,polyomaviridae,alphapolyomavirus,0,0,1,0,0,0,1,0,0,0.0053,5.3,5,42.2,0,0,Gorilla_gorilla_polyomavirus_1
gorilla polyomavirus,4180249,887569,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005216623,5.216623188,5,41.9616,0,0,Gorilla_polyomavirus
gorilla smacovirus,26205554,1603068,group ii,na,smacoviridae,porprismacovirus,0,0,0,0,1,NA,1,0,NA,0.002529,2.529,2,52.7,0,0,Gorilla_smacovirus
gou virus,26302864,1285463,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,180.4,14.8,Gou_virus
gouleako goukovirus,4015652,1980547,group v,bunyavirales,phenuiviridae,goukovirus,1,0,0,1,0,1,0,1,1,0.010633,10.633,3,42.7481,0,0,Gouleako_goukovirus
grampus griseus alphaherpesvirus,27688973,1758215,group i,herpesvirales,herpesviridae,alphaherpesvirinae,0,0,1,0,0,1,0,0,0,0.144144,144.144,86,73.4,0,0,Grampus_griseus_alphaherpesvirus
grampus griseus gammaherpesvirus,27445749,1758219,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Grampus_griseus_gammaherpesvirus
gray-bellied night monkey adenovirus,2301505,2301505,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Gray-bellied_night_monkey_adenovirus
great island virus,3674497,204269,group iii,na,reoviridae,orbivirus,1,0,1,0,0,0,0,1,1,0.017858,17.858,11,57.7735,0,0,Great_Island_virus
greater horseshoe bat adenovirus 1,27309396,1530289,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,greater_horseshoe_bat_adenovirus_1
greater mouse-eared bat adenovirus 1,27589157,1530290,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,greater_mouse-eared_bat_adenovirus_1
grey long-eared bat adenovirus 1,27589159,1530291,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,grey_long-eared_bat_adenovirus_1
ground squirrel hepatitis virus,3434880,10406,group vii,na,hepadnaviridae,orthohepadnavirus,0,1,1,0,0,0,1,0,0,0.003311,3.311,4,43.4,13,13,Ground_squirrel_hepatitis_virus
guajara orthobunyavirus,23539130,1933272,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012095,12.095,3,34.5487,0,0,Guajara_orthobunyavirus
guama orthobunyavirus,26329468,1933273,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012123,12.123,3,37.2648,0,0,Guama_orthobunyavirus
guanarito mammarenavirus,3469108,45219,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010424,10.424,4,40.6621,180.4,37.2,Guanarito_mammarenavirus
guinea pig adenovirus,3473911,47901,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Guinea_pig_adenovirus
gyrovirus 3,2583049,2583049,group ii,na,circoviridae,gyrovirus,0,0,0,0,1,0,1,0,0,0.0021145,2.1145,2.5,50.6,0,0,Gyrovirus_3
gyrovirus 4,27238812,1214955,group ii,na,circoviridae,gyrovirus,0,0,0,0,1,0,1,0,0,0.002034,2.034,2,49.5,186.8,0,Gyrovirus_4
gyrovirus 6,2583050,2583050,group ii,na,circoviridae,gyrovirus,0,0,0,0,1,0,1,0,0,0.0021145,2.1145,2.5,50.6,0,0,Gyrovirus_6
hamadryas baboon polyomavirus,4180251,887571,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005216623,5.216623188,5,41.9616,0,0,Hamadryas_baboon_polyomavirus
hamster parvovirus,3465118,42843,group ii,na,parvoviridae,protoparvovirus,0,0,0,0,1,0,0,0,0,0.005291625,5.291625,3,42.8125,0,0,Hamster_parvovirus
hantaan orthohantavirus,3436450,1980471,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.011845,11.845,3,38.5469,186.8,186.8,Hantaan_orthohantavirus
harbour porpoise adenovirus 1,1958807,1958807,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.022836,22.836,20,41,0,0,Harbour_porpoise_adenovirus_1
hare calicivirus,1743398,1743398,group iv,na,caliciviridae,lagovirus,1,0,0,0,1,0,0,0,1,0.0074395,7.4395,2,49.75,0,0,Hare_calicivirus
harp seal herpesvirus,27285944,1419109,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.117276,117.276,73,40,0,0,Harp_seal_herpesvirus
hawaiian cetacean morbillivirus,26745977,1665475,group v,mononegavirales,paramyxoviridae,morbillivirus,1,0,0,1,0,1,0,0,1,0.015830857,15.83085714,7,43.58571429,0,0,Hawaiian_cetacean_morbillivirus
hawaiian monk seal herpesvirus,3788606,333743,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Hawaiian_monk_seal_herpesvirus
hazara orthonairovirus,3436444,1980522,group v,bunyavirales,nairoviridae,orthonairovirus,1,0,0,1,0,1,0,1,1,0.018232,18.232,3,46.5931,0,0,Hazara_orthonairovirus
heartland banyangvirus,26531982,2560519,group v,bunyavirales,phenuiviridae,banyangvirus,1,0,0,1,0,1,0,1,1,0.011567,11.567,4,46.3289,186.8,0,Heartland_banyangvirus
hedgehog hepatovirus,27684677,1745249,group iv,picornavirales,picornaviridae,hepatovirus,1,0,0,0,1,0,0,0,1,0.007409333,7.409333333,1,37.867,0,0,Hedgehog_hepatovirus
hendra henipavirus,3500937,63330,group v,mononegavirales,paramyxoviridae,henipavirus,1,0,0,1,0,1,0,0,1,0.018234,18.234,8,39.4,186.8,167.8,Hendra_henipavirus
hepacivirus c,3435919,11103,group iv,na,flaviviridae,hepacivirus,1,0,0,0,1,1,0,0,1,0.009413,9.413,1,58.5,0,0,Hepacivirus_C
hepacivirus g,25871269,2008766,group iv,na,flaviviridae,hepacivirus,1,0,0,0,1,1,0,0,1,0.008976,8.976,1,55,0,0,Hepacivirus_G
hepacivirus h,25871271,2008767,group iv,na,flaviviridae,hepacivirus,1,0,0,0,1,1,0,0,1,0.008568,8.568,1,56.1,0,0,Hepacivirus_H
hepatitis b virus,3434882,10407,group vii,na,hepadnaviridae,orthohepadnavirus,0,1,1,0,0,0,1,0,0,0.003182,3.182,8,48.5,186.8,186.8,Hepatitis_B_virus
hepatitis delta virus,3437732,12475,group v,na,na,deltavirus,1,0,0,1,0,1,1,0,0,0.001682,1.682,2,58.8,0,0,Hepatitis_delta_virus
hepatovirus a,3437161,12092,group iv,picornavirales,picornaviridae,hepatovirus,1,0,0,0,1,0,0,0,1,0.007478,7.478,2,37.9,180.4,180.4,Hepatovirus_A
heramatsu virus,26532146,1416744,group iii,na,reoviridae,orbivirus,1,0,1,0,0,0,0,1,1,0.019311923,19.31192308,11,43.5611,0,0,Heramatsu_virus
highlands j virus,3435781,11024,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.011526,11.526,3,49.1,0,0,Highlands_J_virus
hippopotamus amphibius rhadinovirus 1,3765578,308719,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.1021695,102.1695,81,43.867,0,0,Hippopotamus_amphibius_rhadinovirus_1
hipposideros pratti parvovirus,27810616,1387876,group ii,na,parvoviridae,parvoviridae,0,0,0,0,1,0,0,0,0,0.005005314,5.00531405,3,46.574,0,0,Hipposideros_pratti_parvovirus
hippotragine gammaherpesvirus 1,3788215,333341,group i,herpesvirales,herpesviridae,macavirus,0,0,1,0,0,1,0,0,0,0.000174,0.174,1,47.1,0,0,Hippotragine_gammaherpesvirus_1
hmo astrovirus a,4063617,682382,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.005421793,5.421793103,3,46.8172,0,0,HMO_Astrovirus_A
hmo astrovirus b,4063618,682383,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.005421793,5.421793103,3,46.8172,0,0,HMO_Astrovirus_B
hmo astrovirus c,4063619,682384,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.005421793,5.421793103,3,46.8172,0,0,HMO_Astrovirus_C
hokkaido virus,26302806,1100878,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,9.4,9.4,Hokkaido_virus
hooded seal herpesvirus,27553411,1419110,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Hooded_seal_herpesvirus
horse associated cyclovirus 1,27394608,1987743,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.001843,1.843,2,41.8,0,0,Horse_associated_cyclovirus_1
house shrew astrovirus,2039492,2039492,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,House_shrew_astrovirus
howler monkey adenovirus 1,2358482,2358482,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Howler_monkey_adenovirus_1
huangpi virus,26302878,1314972,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Huangpi_virus
huitzilac virus,4250805,1000587,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,41.2,41.2,Huitzilac_virus
human alphaherpesvirus 1,3434715,10298,group i,herpesvirales,herpesviridae,simplexvirus,0,0,1,0,0,1,0,0,0,0.152222,152.222,77,68.3,186.8,186.8,Human_alphaherpesvirus_1
human alphaherpesvirus 2,3434739,10310,group i,herpesvirales,herpesviridae,simplexvirus,0,0,1,0,0,1,0,0,0,0.154675,154.675,77,70.4,65,65,Human_alphaherpesvirus_2
human alphaherpesvirus 3,3434783,10335,group i,herpesvirales,herpesviridae,varicellovirus,0,0,1,0,0,1,0,0,0,0.124884,124.884,73,46,96,96,Human_alphaherpesvirus_3
human associated circovirus 1,1959761,1959761,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.001699,1.699,2,43.4,0,0,Human_associated_circovirus_1
human associated cyclovirus 1,2038719,2038719,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.001759,1.759,2,44.6,0,0,Human_associated_cyclovirus_1
human associated cyclovirus 10,2038728,2038728,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.00179,1.79,2,43.4,0,0,Human_associated_cyclovirus_10
human associated cyclovirus 11,27307312,1987745,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.00171,1.71,2,42,0,0,Human_associated_cyclovirus_11
human associated cyclovirus 12,2169855,2169855,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.001723,1.723,2,43.8,0,0,Human_associated_cyclovirus_12
human associated cyclovirus 2,2038720,2038720,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.001723,1.723,2,43.6,0,0,Human_associated_cyclovirus_2
human associated cyclovirus 3,2038721,2038721,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.00174,1.74,2,43.6,0,0,Human_associated_cyclovirus_3
human associated cyclovirus 4,2038722,2038722,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.001867,1.867,2,45.2,0,0,Human_associated_cyclovirus_4
human associated cyclovirus 5,2038723,2038723,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.00178,1.78,2,48.1,0,0,Human_associated_cyclovirus_5
