pathogenid,Name,abs,classified,TID,B,O,F,G,G_abb
26205244,dobsonia moluccensis polyomavirus 3,dobsonia moluccensis polyomavirus 3,0,1891760,group i,na,polyomaviridae,betapolyomavirus,Betapol
26331088,human polyomavirus 1,human polyomavirus 1,0,1891762,group i,na,polyomaviridae,betapolyomavirus,Betapol
3435192,human polyomavirus 2,human polyomavirus 2,0,1891763,group i,na,polyomaviridae,betapolyomavirus,Betapol
3869614,human polyomavirus 3,human polyomavirus 3,0,1891764,group i,na,polyomaviridae,betapolyomavirus,Betapol
26552729,human polyomavirus 4,human polyomavirus 4,0,1891765,group i,na,polyomaviridae,betapolyomavirus,Betapol
27760195,loxodonta africana polyomavirus 1,loxodonta africana polyomavirus 1,0,1891766,group i,na,polyomaviridae,betapolyomavirus,Betapol
26205414,macaca mulatta polyomavirus 1,macaca mulatta polyomavirus 1,0,1891767,group i,na,polyomaviridae,betapolyomavirus,Betapol
4180721,mastomys natalensis polyomavirus 1,mastomys natalensis polyomavirus 1,0,1891768,group i,na,polyomaviridae,betapolyomavirus,Betapol
27630185,meles meles polyomavirus 1,meles meles polyomavirus 1,0,1608323,group i,na,polyomaviridae,betapolyomavirus,Betapol
27416532,microtus arvalis polyomavirus 1,microtus arvalis polyomavirus 1,0,2006148,group i,na,polyomaviridae,betapolyomavirus,Betapol
26303166,mus musculus polyomavirus 2,mus musculus polyomavirus 2,0,1891770,group i,na,polyomaviridae,betapolyomavirus,Betapol
27416530,myodes glareolus polyomavirus 1,myodes glareolus polyomavirus 1,0,2006147,group i,na,polyomaviridae,betapolyomavirus,Betapol
26205496,pan troglodytes polyomavirus 8,pan troglodytes polyomavirus 8,0,2006158,group i,na,polyomaviridae,betapolyomavirus,Betapol
27629005,pteronotus parnellii polyomavirus 1,pteronotus parnellii polyomavirus 1,0,1606501,group i,na,polyomaviridae,betapolyomavirus,Betapol
3895567,saimiri boliviensis polyomavirus 1,saimiri boliviensis polyomavirus 1,0,1891774,group i,na,polyomaviridae,betapolyomavirus,Betapol
4089591,zalophus californianus polyomavirus 1,zalophus californianus polyomavirus 1,0,1891775,group i,na,polyomaviridae,betapolyomavirus,Betapol
27413410,human polyomavirus 10,human polyomavirus 10,0,1208309,group i,na,polyomaviridae,deltapolyomavirus,Deltapol
27516519,human polyomavirus 11,human polyomavirus 11,0,1891745,group i,na,polyomaviridae,deltapolyomavirus,Deltapol
4100229,human polyomavirus 6,human polyomavirus 6,0,746830,group i,na,polyomaviridae,deltapolyomavirus,Deltapol
4100230,human polyomavirus 7,human polyomavirus 7,0,746831,group i,na,polyomaviridae,deltapolyomavirus,Deltapol
3437738,african green monkey polyomavirus,african green monkey polyomavirus,0,12480,group i,na,polyomaviridae,polyomaviridae,NA
26205230,bat polyomavirus,Bat-PyV,0,1221637,group i,na,polyomaviridae,polyomaviridae,NA
26316488,bos taurus polyomavirus 1,bos taurus polyomavirus 1,0,1891754,group i,na,polyomaviridae,polyomaviridae,NA
26316552,bovine polyomavirus 2,bovine polyomavirus 2,0,1578134,group i,na,polyomaviridae,polyomaviridae,NA
4180253,capuchin monkey polyomavirus,capuchin monkey polyomavirus,0,887573,group i,na,polyomaviridae,polyomaviridae,NA
3762889,chimpanzee polyomavirus,chimpanzee polyomavirus,0,305677,group i,na,polyomaviridae,polyomaviridae,NA
26745917,delphinus delphis polyomavirus 1,delphinus delphis polyomavirus 1,0,1365206,group i,na,polyomaviridae,polyomaviridae,NA
26205606,gorilla beringei beringei polyomavirus,gorilla beringei beringei polyomavirus,0,1792572,group i,na,polyomaviridae,polyomaviridae,NA
26205604,gorilla beringei graueri polyomavirus,gorilla beringei graueri polyomavirus,0,1790071,group i,na,polyomaviridae,polyomaviridae,NA
26205602,gorilla gorilla gorilla polyomavirus,gorilla gorilla gorilla polyomavirus,0,1790070,group i,na,polyomaviridae,polyomaviridae,NA
4180249,gorilla polyomavirus,gorilla polyomavirus,0,887569,group i,na,polyomaviridae,polyomaviridae,NA
4180251,hamadryas baboon polyomavirus,hamadryas baboon polyomavirus,0,887571,group i,na,polyomaviridae,polyomaviridae,NA
4180250,mandrill polyomavirus,,,887570,group i,na,polyomaviridae,polyomaviridae,NA
27245956,mx polyomavirus,,,1231709,group i,na,polyomaviridae,polyomaviridae,NA
4026996,orangutan polyomavirus,,,638786,group i,na,polyomaviridae,polyomaviridae,NA
26745683,ovine polyomavirus,ovine polyomavirus,0,1387296,group i,na,polyomaviridae,polyomaviridae,NA
27462784,pan paniscus polyomavirus,pan paniscus polyomavirus,0,1790068,group i,na,polyomaviridae,polyomaviridae,NA
26205500,pan troglodytes schweinfurthii polyomavirus,pan troglodytes schweinfurthii polyomavirus,0,1790069,group i,na,polyomaviridae,polyomaviridae,NA
4212220,pan troglodytes schweinfurthii polyomavirus 1,pan troglodytes schweinfurthii polyomavirus 1,0,927575,group i,na,polyomaviridae,polyomaviridae,NA
26205502,pan troglodytes troglodytes polyomavirus,pan troglodytes troglodytes polyomavirus,0,1792571,group i,na,polyomaviridae,polyomaviridae,NA
26205478,pan troglodytes troglodytes polyomavirus 1,pan troglodytes troglodytes polyomavirus 1,0,1236400,group i,na,polyomaviridae,polyomaviridae,NA
4180248,pygmy chimpanzee polyomavirus,pygmy chimpanzee polyomavirus,0,887568,group i,na,polyomaviridae,polyomaviridae,NA
27786270,rangifer tarandus granti polyomavirus,rangifer tarandus granti polyomavirus,0,1489736,group i,na,polyomaviridae,polyomaviridae,NA
27595044,sea otter polyomavirus 1,sea otter polyomavirus 1,0,1552409,group i,na,polyomaviridae,polyomaviridae,NA
26745795,sheep polyomavirus 1,,,1634381,group i,na,polyomaviridae,polyomaviridae,NA
3471899,simian virus 12,,,46771,group i,na,polyomaviridae,polyomaviridae,NA
27664788,sus scrofa polyomavirus 1,,,1680894,group i,na,polyomaviridae,polyomaviridae,NA
27618655,tadarida brasiliensis polyomavirus 1,,,1588048,group i,na,polyomaviridae,polyomaviridae,NA
27618657,tadarida brasiliensis polyomavirus 2,,,1588049,group i,na,polyomaviridae,polyomaviridae,NA
3658383,goatpox virus,GPV,1,186805,group i,na,poxviridae,capripoxvirus,Caprpx
3494289,lumpy skin disease virus,LSDV,1,59509,group i,na,poxviridae,capripoxvirus,Caprpx
3434661,sheeppox virus,SPV,1,10266,group i,na,poxviridae,capripoxvirus,Caprpx
3761684,mule deerpox virus,MDPV,1,304399,group i,na,poxviridae,cervidpoxvirus,Crvpx
27721481,pteropox virus,PTPV,1,1873698,group i,na,poxviridae,chordopoxvirinae,Chrdpx
26747763,sea otter poxvirus,SOPV,1,1416741,group i,na,poxviridae,chordopoxvirinae,Chrdpx
3707054,squirrelpox virus,SPPV,1,240426,group i,na,poxviridae,chordopoxvirinae,Chrdpx
3434675,malignant rabbit fibroma virus,MRFV,1,10274,group i,na,poxviridae,leporipoxvirus,Leprpx
3434673,myxoma virus,MYXV,1,10273,group i,na,poxviridae,leporipoxvirus,Leprpx
3434669,rabbit fibroma virus,RFV,1,10271,group i,na,poxviridae,leporipoxvirus,Leprpx
3969549,squirrel fibroma virus,SqFV,1,538970,group i,na,poxviridae,leporipoxvirus,Leprpx
3434685,molluscum contagiosum virus,MCV,1,10279,group i,na,poxviridae,molluscipoxvirus,Mollpx
3442991,camelpox virus,CMLV,1,28873,group i,na,poxviridae,orthopoxvirus,Orthpx
3775757,cetacean poxvirus 1,CePV-1,0,319748,group i,na,poxviridae,orthopoxvirus,Orthpx
3774939,cetacean poxvirus 2,CePV-2,0,318831,group i,na,poxviridae,orthopoxvirus,Orthpx
3434618,cowpox virus,CPXV,1,10243,group i,na,poxviridae,orthopoxvirus,Orthpx
3437786,ectromelia virus,ECTV,1,12643,group i,na,poxviridae,orthopoxvirus,Orthpx
3434620,monkeypox virus,MPV,1,10244,group i,na,poxviridae,orthopoxvirus,Orthpx
3434643,raccoonpox virus,RCNPV,1,10256,group i,na,poxviridae,orthopoxvirus,Orthpx
3634278,skunkpox virus,SKPV,1,160796,group i,na,poxviridae,orthopoxvirus,Orthpx
3717949,steller sea lion poxvirus,steller sea lion poxvirus,0,252468,group i,na,poxviridae,orthopoxvirus,Orthpx
3442989,taterapox virus,TATV,1,28871,group i,na,poxviridae,orthopoxvirus,Orthpx
3434622,vaccinia virus,VACV,1,10245,group i,na,poxviridae,orthopoxvirus,Orthpx
3434641,variola virus,VARV,0,10255,group i,na,poxviridae,orthopoxvirus,Orthpx
3442993,volepox virus,Volepox,1,28874,group i,na,poxviridae,orthopoxvirus,Orthpx
3606293,bovine papular stomatitis virus,BPSV,1,129727,group i,na,poxviridae,parapoxvirus,Parpx
4049021,camel contagious ecthyma virus,CCEV,1,665589,group i,na,poxviridae,parapoxvirus,Parpx
26748019,equine parapoxvirus,equine parapoxvirus,0,1686431,group i,na,poxviridae,parapoxvirus,Parpx
3434647,orf virus,ORFV,1,10258,group i,na,poxviridae,parapoxvirus,Parpx
3606294,parapoxvirus of red deer in new zealand,PVNZ,1,129728,group i,na,poxviridae,parapoxvirus,Parpx
3606292,pseudocowpox virus,PCPV,1,129726,group i,na,poxviridae,parapoxvirus,Parpx
3727116,reindeer parapoxvirus,reindeer parapoxvirus,0,262725,group i,na,poxviridae,parapoxvirus,Parpx
3659447,seal parapoxvirus,SEPV,1,187984,group i,na,poxviridae,parapoxvirus,Parpx
26205248,bat poxvirus,Bat-POXV,0,1514708,group i,na,poxviridae,poxviridae,NA
4073045,canadian squirrelpox virus,CSPPV,1,693657,group i,na,poxviridae,poxviridae,NA
3459092,cotia virus,COTV,1,39444,group i,na,poxviridae,poxviridae,NA
27786502,eidolon helvum poxvirus 1,eidolon helvum poxvirus 1,0,1335484,group i,na,poxviridae,poxviridae,NA
27272630,eptesipox virus,eptesipox virus,0,1329402,group i,na,poxviridae,poxviridae,NA
3434679,swinepox virus,SwPV,1,10276,group i,na,poxviridae,suipoxvirus,Suipx
3563150,tanapox virus,TPV,1,99000,group i,na,poxviridae,yatapoxvirus,Yatpx
3458036,yaba monkey tumor virus,YMTV,1,38804,group i,na,poxviridae,yatapoxvirus,Yatpx
26205446,simian torque teno virus,STTV,0,1619217,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
26205448,simian torque teno virus 30,STTV-30,1,1619218,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
26205450,simian torque teno virus 31,STTV-31,1,1619219,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
26205452,simian torque teno virus 32,STTV-32,1,1619220,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
26205454,simian torque teno virus 33,STTV-33,1,1629656,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
26205456,simian torque teno virus 34,STTV-34,1,1629657,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067809,torque teno virus 1,TTV-1,1,687340,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067818,torque teno virus 10,TTV-10,1,687349,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067819,torque teno virus 11,TTV-11,1,687350,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067820,torque teno virus 12,TTV-12,1,687351,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067821,torque teno virus 13,TTV-13,1,687352,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067822,torque teno virus 14,TTV-14,1,687353,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067823,torque teno virus 15,TTV-15,1,687354,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067824,torque teno virus 16,TTV-16,1,687355,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067825,torque teno virus 17,TTV-17,1,687356,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067826,torque teno virus 18,TTV-18,1,687357,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067827,torque teno virus 19,TTV-19,1,687358,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067810,torque teno virus 2,TTV-2,1,687341,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067828,torque teno virus 20,TTV-20,1,687359,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067829,torque teno virus 21,TTV-21,1,687360,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067830,torque teno virus 22,TTV-22,1,687361,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067831,torque teno virus 23,TTV-23,1,687362,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067832,torque teno virus 24,TTV-24,1,687363,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067833,torque teno virus 25,TTV-25,1,687364,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067834,torque teno virus 26,TTV-26,1,687365,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067835,torque teno virus 27,TTV-27,1,687366,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067836,torque teno virus 28,TTV-28,1,687367,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067837,torque teno virus 29,TTV-29,1,687368,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067811,torque teno virus 3,TTV-3,1,687342,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067812,torque teno virus 4,TTV-4,1,687343,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067813,torque teno virus 5,TTV-5,1,687344,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067814,torque teno virus 6,TTV-6,1,687345,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067815,torque teno virus 7,TTV-7,1,687346,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067816,torque teno virus 8,TTV-8,1,687347,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
4067817,torque teno virus 9,TTV-9,1,687348,group ii,na,anelloviridae,alphatorquevirus,AlphaTQ
26205628,chimpanzee anellovirus,,,1743410,group ii,na,anelloviridae,anelloviridae,NA
1861840,feline anellovirus,,,1861840,group ii,na,anelloviridae,anelloviridae,NA
2016460,giant panda anellovirus,,,2016460,group ii,na,anelloviridae,anelloviridae,NA
26205600,gorilla anellovirus,,,1743411,group ii,na,anelloviridae,anelloviridae,NA
2012640,lesser panda anellovirus,,,2012640,group ii,na,anelloviridae,anelloviridae,NA
24574231,micro torque teno virus,,,943084,group ii,na,anelloviridae,anelloviridae,NA
2054609,opossum torque teno virus,,,2054609,group ii,na,anelloviridae,anelloviridae,NA
27864476,rodent torque teno virus 1,RTTV-1,1,1514664,group ii,na,anelloviridae,anelloviridae,NA
27584525,rodent torque teno virus 2,RTTV-2,1,1514665,group ii,na,anelloviridae,anelloviridae,NA
2054610,rodent torque teno virus 3,RTTV-3,1,2054610,group ii,na,anelloviridae,anelloviridae,NA
2054611,rodent torque teno virus 4,RTTV-4,1,2054611,group ii,na,anelloviridae,anelloviridae,NA
2054612,rodent torque teno virus 5,RTTV-5,1,2054612,group ii,na,anelloviridae,anelloviridae,NA
2054613,rodent torque teno virus 6,RTTV-6,1,2054613,group ii,na,anelloviridae,anelloviridae,NA
2054614,rodent torque teno virus 7,RTTV-7,1,2054614,group ii,na,anelloviridae,anelloviridae,NA
2054615,rodent torque teno virus 8,RTTV-8,1,2054615,group ii,na,anelloviridae,anelloviridae,NA
26745981,seal anellovirus 2,,,1427157,group ii,na,anelloviridae,anelloviridae,NA
26347630,seal anellovirus 3,,,1427156,group ii,na,anelloviridae,anelloviridae,NA
26347632,seal anellovirus 4,,,1566011,group ii,na,anelloviridae,anelloviridae,NA
3612885,sen virus,SEN-V,1,136966,group ii,na,anelloviridae,anelloviridae,NA
3842334,small anellovirus,,,393049,group ii,na,anelloviridae,anelloviridae,NA
2249932,torque teno arctocephalus gazella virus 1,torque teno arctocephalus gazella virus 1,0,2249932,group ii,na,anelloviridae,anelloviridae,NA
2249933,torque teno arctocephalus gazella virus 2,torque teno arctocephalus gazella virus 2,0,2249933,group ii,na,anelloviridae,anelloviridae,NA
2054616,torque teno calomys tener virus,torque teno calomys tener virus,0,2054616,group ii,na,anelloviridae,anelloviridae,NA
2054617,torque teno carollia perspicillata virus,torque teno carollia perspicillata virus,0,2054617,group ii,na,anelloviridae,anelloviridae,NA
2054618,torque teno desmodus rotundus virus,torque teno desmodus rotundus virus,0,2054618,group ii,na,anelloviridae,anelloviridae,NA
2054619,torque teno didelphis albiventris virus,torque teno didelphis albiventris virus,0,2054619,group ii,na,anelloviridae,anelloviridae,NA
2010248,torque teno indri virus 1,torque teno indri virus 1,0,2010248,group ii,na,anelloviridae,anelloviridae,NA
2012676,torque teno leptonychotes weddellii virus-1,torque teno leptonychotes weddellii virus-1,0,2012676,group ii,na,anelloviridae,anelloviridae,NA
2012677,torque teno leptonychotes weddellii virus-2,torque teno leptonychotes weddellii virus-2,0,2012677,group ii,na,anelloviridae,anelloviridae,NA
2579707,torque teno ocelot virus,torque teno ocelot virus,0,2579707,group ii,na,anelloviridae,anelloviridae,NA
27872163,torque teno tadarida brasiliensis virus,torque teno tadarida brasiliensis virus,0,1543419,group ii,na,anelloviridae,anelloviridae,NA
3509728,torque teno virus,TTV,0,68887,group ii,na,anelloviridae,anelloviridae,NA
4067838,torque teno mini virus 1,TTMV-1,1,687369,group ii,na,anelloviridae,betatorquevirus,BetaTQ
2065036,torque teno mini virus 10,TTMV-10,1,2065036,group ii,na,anelloviridae,betatorquevirus,BetaTQ
2065037,torque teno mini virus 11,TTMV-11,1,2065037,group ii,na,anelloviridae,betatorquevirus,BetaTQ
2065038,torque teno mini virus 12,TTMV-12,1,2065038,group ii,na,anelloviridae,betatorquevirus,BetaTQ
27491970,torque teno mini virus 18,TTMV-18,1,1859149,group ii,na,anelloviridae,betatorquevirus,BetaTQ
4067839,torque teno mini virus 2,TTMV-2,1,687370,group ii,na,anelloviridae,betatorquevirus,BetaTQ
4067840,torque teno mini virus 3,TTMV-3,1,687371,group ii,na,anelloviridae,betatorquevirus,BetaTQ
4067841,torque teno mini virus 4,TTMV-4,1,687372,group ii,na,anelloviridae,betatorquevirus,BetaTQ
4067842,torque teno mini virus 5,TTMV-5,1,687373,group ii,na,anelloviridae,betatorquevirus,BetaTQ
4067843,torque teno mini virus 6,TTMV-6,1,687374,group ii,na,anelloviridae,betatorquevirus,BetaTQ
4067844,torque teno mini virus 7,TTMV-7,1,687375,group ii,na,anelloviridae,betatorquevirus,BetaTQ
4067845,torque teno mini virus 8,TTMV-8,1,687376,group ii,na,anelloviridae,betatorquevirus,BetaTQ
4067846,torque teno mini virus 9,TTMV-9,1,687377,group ii,na,anelloviridae,betatorquevirus,BetaTQ
3553721,ttv-like mini virus,,,93678,group ii,na,anelloviridae,betatorquevirus,BetaTQ
4067850,torque teno tupaia virus,torque teno tupaia virus,0,687381,group ii,na,anelloviridae,deltatorquevirus,DeltaTQ
4067851,torque teno tamarin virus,torque teno tamarin virus,0,687382,group ii,na,anelloviridae,epsilontorquevirus,EpsTQ
4067853,torque teno felis virus,TTFV,1,687384,group ii,na,anelloviridae,etatorquevirus,EpsTQ
2065043,torque teno felis virus 2,TTFV-2,1,2065043,group ii,na,anelloviridae,etatorquevirus,EpsTQ
3877756,torque teno midi virus,TTMDV,0,432261,group ii,na,anelloviridae,gammatorquevirus,GamTQ
4067848,torque teno midi virus 1,TTMDV-1,1,687379,group ii,na,anelloviridae,gammatorquevirus,GamTQ
2065051,torque teno midi virus 10,TTMDV-10,1,2065051,group ii,na,anelloviridae,gammatorquevirus,GamTQ
2065052,torque teno midi virus 11,TTMDV-11,1,2065052,group ii,na,anelloviridae,gammatorquevirus,GamTQ
2065053,torque teno midi virus 12,TTMDV-12,1,2065053,group ii,na,anelloviridae,gammatorquevirus,GamTQ
2065054,torque teno midi virus 13,TTMDV-13,1,2065054,group ii,na,anelloviridae,gammatorquevirus,GamTQ
2065055,torque teno midi virus 14,TTMDV-14,1,2065055,group ii,na,anelloviridae,gammatorquevirus,GamTQ
2065056,torque teno midi virus 15,TTMDV-15,1,2065056,group ii,na,anelloviridae,gammatorquevirus,GamTQ
